Timestamp,Machine_ID,Temperature(°C),Pressure(bar),Vibration(mm/s),Oil_Level(%),Humidity(%),Motor_Speed(RPM),Current_Draw(A),Maintenance_Event
12/03/2022 16:00,Machine_079,72.10311983,2.912269525,0.137170823,62.54719722,40.13602944,306,5.555071423,
13/10/2022 18:18,Machine_044,79.91605171,3.303947866,0.185283719,55.42370785,41.56098888,423,5.538558426,
07/07/2023 18:07,Machine_062,73.51170658,3.471872306,0.232821885,82.83702382,37.10612897,289,18.78023351,
30/09/2022 11:23,Machine_046,70.8367853,3.373240281,0.191402063,53.08400347,64.64291681,496,16.04913468,
23/01/2022 14:50,Machine_096,65.87622057,2.546653272,0.206728729,93.61607994,66.56328514,307,14.25635763,
28/12/2022 09:22,Machine_088,65.42900826,2.766660069,0.128883023,87.66204012,45.42835153,425,19.51471424,
05/08/2023 10:39,Machine_021,74.38397757,2.9966612,0.289762401,53.03598353,46.93736736,259,11.87461387,
27/07/2023 16:03,Machine_047,71.48871441,2.365567849,0.110840594,55.76847045,35.13090456,404,11.27856585,
11/09/2022 16:47,Machine_026,65.00795734,2.830101962,0.236131629,67.09603692,68.11513884,189,10.02649456,
31/01/2022 15:15,Machine_038,64.96595738,3.231873507,0.261608216,90.101446,53.07272074,122,13.04414667,
16/04/2022 11:44,Machine_008,79.34637828,2.375503253,0.24447102,99.19547669,58.50899716,174,7.484222553,
30/10/2022 20:32,Machine_064,67.02120473,1.742532573,0.198171801,69.48535319,65.20392721,458,10.72945788,
13/10/2022 19:42,Machine_038,62.68636012,1.969260874,0.257539907,92.31598703,43.40909628,117,19.09741343,
10/11/2022 00:47,Machine_039,61.13328261,1.823842572,0.245972945,79.26797227,62.29904283,153,17.97694294,
06/03/2023 05:13,Machine_080,67.41101135,3.152014182,0.255824219,80.42750846,48.54720109,350,8.619988243,
01/12/2023 04:24,Machine_056,66.68510226,3.062678956,0.102789953,74.96680564,67.63236603,150,7.49216311,
28/09/2022 03:08,Machine_030,67.81319017,3.345304695,0.120264672,85.92113209,62.86109204,164,10.42883824,
13/01/2023 04:10,Machine_069,73.93413884,3.309396028,0.267881894,74.3109535,47.88698197,153,13.63793218,
12/12/2022 20:54,Machine_026,64.92328134,1.96413238,0.296697575,95.94814014,35.07142195,330,11.71204032,
23/09/2022 05:08,Machine_065,60.3109593,2.093859418,0.198677334,70.33518235,63.89199264,290,16.30243091,
14/02/2023 20:32,Machine_007,68.95744783,2.418009523,0.213765323,51.43237795,30.37867462,482,5.921017746,
10/12/2023 19:00,Machine_070,78.84302525,1.927949728,0.272797424,87.09132525,39.34602594,361,12.8910761,Motor Overhaul
08/02/2022 09:14,Machine_042,68.81639132,2.877096761,0.203525127,63.13924016,65.58707438,218,16.75417173,
23/05/2022 11:19,Machine_050,69.30874715,1.885634187,0.256491191,91.93591285,31.52473298,282,5.302089555,
29/03/2023 14:32,Machine_020,64.01924087,2.562434403,0.287698145,97.09690371,56.09716881,244,10.3397936,
29/12/2023 07:30,Machine_023,64.71643692,1.580416814,0.29705897,75.81189338,67.29449038,203,6.483272026,
22/03/2022 09:01,Machine_005,61.48901732,1.617930789,0.218435395,75.39048579,43.39004992,324,9.867243093,Motor Overhaul
12/10/2022 22:49,Machine_008,77.6200391,2.609395404,0.17063986,99.5682496,53.69580584,377,12.85846287,
11/07/2023 14:31,Machine_083,67.9100866,2.793073181,0.223137182,68.85311844,43.31309165,447,10.08420068,
09/10/2022 13:02,Machine_029,76.3705937,2.757948803,0.132769997,53.49482891,56.96433696,236,11.56725697,
11/02/2022 14:35,Machine_072,72.40124489,1.612481847,0.229545456,51.93690242,61.48582983,491,6.245546256,
15/10/2022 19:29,Machine_072,63.25841424,2.348469803,0.265564949,56.58107873,35.01735052,266,17.67236442,
19/03/2023 10:15,Machine_054,74.18068988,2.386075834,0.17330461,61.94146472,56.67039526,158,9.178324915,
02/03/2022 20:22,Machine_068,60.45538009,3.48561868,0.229044371,93.58763975,30.22337954,491,6.341430428,
04/03/2023 15:27,Machine_090,60.05873667,3.397310487,0.16407809,82.57348933,68.10873368,272,12.69544441,
02/04/2023 08:22,Machine_007,68.48676106,1.67486543,0.171045101,57.78938455,37.84655898,414,6.781299103,
12/08/2023 13:12,Machine_061,60.51010714,2.750940816,0.281170416,77.44536034,58.89344701,258,5.509936634,
11/01/2023 10:18,Machine_046,75.69944916,2.788905377,0.158660401,68.36738654,41.93868162,399,15.13170949,
09/04/2023 05:55,Machine_044,79.50558339,3.0874819,0.220788171,92.70219179,35.56853485,118,15.06631065,
20/02/2023 23:10,Machine_052,69.55921388,2.968362213,0.202748702,80.00902447,31.5506103,193,8.368520428,
28/02/2023 15:42,Machine_011,69.3344525,1.916796792,0.142425791,94.41951415,36.13812553,189,14.3991569,
16/07/2023 22:13,Machine_029,62.32075145,3.380649476,0.14293369,50.72540272,52.16821591,219,8.290069014,
26/01/2023 01:15,Machine_055,65.44299574,2.083728168,0.143061134,79.36221397,59.78460172,287,14.77529212,
04/05/2023 06:23,Machine_035,65.74507338,3.118646166,0.299658979,85.99024671,56.59405603,414,18.34597064,
13/09/2023 20:39,Machine_036,61.29455716,2.863691431,0.144507599,72.84804386,43.24879493,179,9.632664805,
25/08/2022 03:42,Machine_019,70.91022718,2.748263094,0.219334295,60.32508969,62.26404039,207,18.00800125,
08/01/2023 11:30,Machine_038,72.96734419,1.509266024,0.169036934,84.87838593,60.06512955,152,18.43369767,
08/10/2023 20:22,Machine_013,63.61227363,3.487389289,0.284060433,75.25472427,53.62715167,415,8.180354511,
17/06/2022 22:14,Machine_057,67.3771169,1.721842546,0.283537277,88.80922689,49.39739439,187,9.29212209,
07/05/2022 03:32,Machine_016,73.46138052,3.489373402,0.24621766,97.88053678,61.32209371,410,17.28449707,
27/05/2022 13:59,Machine_067,77.59967963,2.395600421,0.201540604,85.45491413,35.7976993,391,5.50975984,
23/05/2022 22:22,Machine_041,65.15858237,2.361038182,0.165703986,98.23832579,64.37147176,234,10.38652603,
18/02/2023 01:36,Machine_092,74.8599741,3.085394163,0.122508175,96.26805045,43.15356213,367,15.14852569,
26/06/2023 08:34,Machine_085,64.34883812,2.792125261,0.230204473,59.12091274,53.99067563,436,11.8021711,
01/04/2023 07:05,Machine_030,69.69277945,3.387859126,0.200456161,77.76020843,42.83227027,451,8.995129895,
31/03/2022 08:28,Machine_044,73.44473391,1.846053935,0.165314997,90.22599999,35.78843452,447,6.216140361,
03/02/2023 02:08,Machine_058,71.82095716,3.197231877,0.296779119,87.72437625,66.35176879,250,19.12229365,
23/05/2022 23:31,Machine_033,66.17999361,1.545421425,0.194614748,50.23096526,48.00757436,384,8.094639305,Routine Maintenance
05/01/2022 23:28,Machine_100,66.633755,2.993472039,0.282777956,72.88987189,50.08677466,224,8.86173051,
31/01/2023 09:53,Machine_092,78.82268863,2.379235484,0.225171865,75.57318314,66.06945211,352,12.68500723,Routine Maintenance
08/06/2023 21:55,Machine_028,69.65659803,1.998592312,0.262108214,52.42318436,53.64040097,212,16.79948505,
06/04/2023 21:55,Machine_035,61.69433972,1.874826961,0.197444269,53.14394861,31.68388214,237,8.955897143,
01/06/2022 18:20,Machine_026,72.03637091,3.273703618,0.163823982,75.7401871,38.15903259,499,15.99011951,
08/07/2022 06:12,Machine_048,74.22607141,1.624165474,0.175079122,86.37299276,30.32524062,421,6.483165415,
30/08/2022 06:15,Machine_016,75.38186661,3.434061153,0.296214001,65.49851379,52.89191693,424,13.76244249,
22/10/2022 11:06,Machine_071,68.66857558,3.11560697,0.112162726,84.80852724,31.41599966,340,10.74509447,
02/04/2023 05:50,Machine_041,75.40077618,1.943796501,0.13793623,94.40701711,44.44062241,234,16.79709878,
24/07/2022 05:34,Machine_021,64.55838327,2.098567396,0.12503001,65.93301617,63.31034113,374,10.81104529,
30/05/2023 08:24,Machine_072,60.06537457,3.212898512,0.213251713,97.21498281,50.01467499,133,16.76677457,
21/01/2022 15:38,Machine_099,61.90769601,3.368486245,0.185068586,62.3927053,58.51072483,444,17.8392828,
03/04/2023 09:29,Machine_027,78.04369455,2.183613304,0.109674212,74.31120556,43.05899169,107,18.37744431,
13/04/2023 19:28,Machine_053,71.4896067,2.866977292,0.129716523,72.62594257,39.39094508,335,6.556790104,
01/11/2022 12:58,Machine_096,72.14475594,1.636927589,0.159499638,79.62866811,49.20180614,426,15.46201832,
11/12/2022 04:55,Machine_006,74.94698637,2.170834188,0.245192319,56.75552439,56.63133167,450,6.568205713,
29/05/2022 10:36,Machine_083,79.73132369,2.328330808,0.215535309,64.35740912,33.55199163,494,12.15771614,
13/07/2022 00:45,Machine_028,78.15127606,2.882864213,0.157120763,75.70327054,34.13619453,425,18.16251859,
15/06/2023 10:57,Machine_050,68.1673866,1.681913768,0.240562725,65.38326821,50.64798795,489,17.05923629,
24/12/2023 07:40,Machine_011,64.58333593,2.358071154,0.112263404,56.15527931,55.26412494,478,16.32355815,
11/03/2023 23:23,Machine_008,75.54936502,3.130226651,0.238370886,64.36582048,44.75957874,249,17.5235283,
14/01/2023 15:17,Machine_059,68.78123689,2.926137069,0.290048744,76.23945053,41.31545646,204,5.960276569,
03/04/2022 00:47,Machine_002,62.70877024,2.445119531,0.227047002,92.99860478,63.17543649,411,6.902849001,
13/04/2022 23:45,Machine_018,66.32673985,2.496074653,0.250871483,62.53952236,43.51319193,383,18.85497171,
28/08/2022 17:09,Machine_041,71.85051826,2.64823812,0.10869069,54.48483144,67.25407676,338,18.85963219,
11/03/2022 13:10,Machine_023,79.69476509,2.891126659,0.270432871,99.122047,33.58445945,210,11.26639335,
17/06/2023 20:53,Machine_012,65.72161389,1.901673703,0.270437213,78.52926959,31.31152966,432,9.712904276,
27/01/2022 20:56,Machine_078,67.44971206,2.588189659,0.220663592,92.57106889,39.10104152,430,14.38939935,
27/01/2023 02:28,Machine_013,67.11857497,1.528267624,0.175079755,79.94687701,46.28846205,273,8.435300442,
10/04/2022 07:44,Machine_018,66.25290628,3.491419582,0.106256499,68.35962209,45.2027569,369,6.935329681,
19/02/2022 16:25,Machine_026,64.89144903,3.303733805,0.120620227,72.73546992,67.11531528,205,13.30122078,
23/11/2022 21:20,Machine_034,78.81101272,2.000877489,0.290644701,82.15832641,42.35223808,291,10.69065445,
09/09/2022 01:47,Machine_062,66.39002161,1.684439984,0.248855742,66.70622981,36.88803076,321,18.26898478,
29/04/2022 15:25,Machine_034,78.16347639,2.655972884,0.289943839,63.62582016,58.05001572,451,17.21694932,
07/06/2022 02:44,Machine_002,70.76093661,2.541060086,0.247039587,69.8389254,47.11335447,235,6.540921696,
26/10/2023 06:14,Machine_022,60.8397516,3.390115274,0.164061678,64.7575021,33.17167224,456,12.49493305,
21/07/2023 00:44,Machine_023,60.82734985,1.791415896,0.180876202,87.8351281,53.75632344,455,6.406978516,
22/02/2023 14:14,Machine_020,61.3224855,2.09897177,0.101026683,60.78545387,32.24791388,444,12.33295948,
26/01/2023 01:57,Machine_045,63.20865512,3.063866435,0.19264964,69.56492003,62.75125795,104,6.666164324,
09/02/2022 06:52,Machine_085,75.99518401,2.578292347,0.1983166,73.87804419,52.63156814,173,10.5202859,
10/06/2022 21:01,Machine_039,73.12950841,1.963520417,0.110332076,67.82134394,42.22436995,302,11.18925508,
02/10/2023 01:51,Machine_016,66.25579974,2.13285402,0.209040767,63.51920002,56.20079021,213,13.2710774,
01/12/2022 13:46,Machine_036,72.55402677,3.438594011,0.148367921,57.02512731,57.64362007,288,5.537593045,
19/09/2022 21:32,Machine_013,60.08070091,3.088430971,0.13201731,88.65484958,61.26831837,108,12.78101425,
29/01/2022 08:27,Machine_087,71.90520832,2.524889157,0.19598417,54.88539858,39.02174764,444,13.53117082,
30/05/2022 21:17,Machine_069,76.47748717,1.56018714,0.202268667,71.2043644,44.37833448,427,10.24098358,
24/06/2023 06:18,Machine_029,78.71893752,1.683085929,0.283049436,57.65892649,60.90541465,103,5.021730084,
27/08/2023 13:39,Machine_007,79.71066267,2.102809765,0.161369736,54.98385286,61.24236679,375,18.38314049,
23/08/2022 18:49,Machine_053,66.0175525,1.708705483,0.164711046,90.38544521,37.89599885,368,9.813036332,
15/03/2023 19:02,Machine_014,60.20173624,2.986623002,0.165319327,73.92090236,34.18572051,405,18.1566271,Gearbox Inspection
13/12/2022 18:55,Machine_037,73.47817573,2.533501466,0.151549584,92.16318866,49.30039263,225,8.735589217,
08/03/2022 08:53,Machine_019,70.78736762,3.419930857,0.169631392,90.64029678,56.266087,313,6.733030864,
10/07/2023 20:40,Machine_069,60.19914565,2.236676657,0.126638176,78.37444505,64.17964398,362,19.23734082,
01/06/2023 05:28,Machine_055,78.58496914,2.47156657,0.243130904,97.72929149,62.39590635,293,15.44080195,
03/09/2022 16:08,Machine_015,72.42146666,2.948932005,0.297520345,95.68014074,42.48907055,275,8.272257097,
27/10/2022 14:48,Machine_034,68.16992913,1.739775164,0.181384355,75.73051606,55.11263237,326,15.03610465,
23/06/2022 17:18,Machine_090,71.32169208,1.654432209,0.246660286,56.51172246,32.82943904,160,7.939683126,
28/09/2022 23:32,Machine_032,78.82449037,2.181549129,0.151690673,67.94135645,69.83359653,118,18.3860625,
08/06/2022 01:21,Machine_046,75.16325285,1.969269902,0.250004385,93.87685711,63.53680373,260,8.25750761,
14/06/2023 02:58,Machine_075,74.48254031,2.654520474,0.109312728,93.87479965,55.03247915,184,14.64664029,
16/02/2023 17:08,Machine_057,77.0226553,2.911250398,0.220462532,87.75285207,52.32054576,184,17.2934566,
18/05/2022 13:04,Machine_059,78.77917082,3.423323333,0.201141954,87.81813896,40.13867932,203,16.01920624,
12/05/2022 18:27,Machine_011,65.63299762,2.395530528,0.110091014,68.39327125,45.09355505,136,8.642141447,
22/12/2023 22:02,Machine_011,67.81870364,1.932433696,0.239974212,68.42865813,46.0321877,311,11.19394935,
06/08/2023 12:01,Machine_084,61.98049652,2.997541696,0.114688702,90.2926486,62.71353372,373,18.78893766,
09/06/2022 03:40,Machine_060,63.69410518,2.094698077,0.157009305,97.58287467,67.95554599,337,17.78299741,
11/07/2023 12:28,Machine_071,73.81137905,2.942026159,0.200930295,75.24139543,33.36154573,348,16.54177951,
26/04/2022 12:59,Machine_027,71.3892049,2.499440294,0.138724631,53.38789765,32.0796765,168,12.72219815,
17/02/2023 07:16,Machine_009,69.33976994,2.541726564,0.131186258,99.9974674,38.57104,181,11.5322786,
22/07/2022 21:15,Machine_053,67.0931939,3.278197577,0.288846679,77.1147338,60.50956794,240,7.849321002,
19/05/2023 20:41,Machine_010,77.48873246,2.91351093,0.276383149,55.3869924,64.12147157,433,15.03901451,Calibration
14/08/2023 08:19,Machine_073,70.57641445,3.483745939,0.19974679,59.71537331,52.61471246,353,9.626414939,
02/07/2022 08:32,Machine_007,68.99938035,2.96384875,0.207018209,68.17791903,49.44736107,450,9.085063402,
17/09/2023 13:15,Machine_035,71.13846446,2.42158538,0.171025028,82.19054356,46.56139039,427,5.207517926,
10/06/2023 10:30,Machine_020,73.712309,2.540746346,0.285399761,96.17134552,57.00557484,391,15.0768445,
12/01/2023 22:36,Machine_047,69.84944829,2.154474797,0.18447316,62.15895257,64.69562112,306,8.043972325,
15/01/2023 11:53,Machine_015,60.1773722,1.56107409,0.178604477,83.92699114,64.34367768,307,15.88182346,
06/04/2022 04:41,Machine_006,62.94761801,1.902042421,0.180884315,92.20719547,49.78433747,286,16.06970324,
16/05/2022 09:07,Machine_093,62.72105292,2.870381046,0.150343717,72.4656023,31.22498985,284,10.21394918,
08/06/2023 18:40,Machine_039,76.39800146,1.893291289,0.125471919,84.39417282,63.01478438,249,11.90472725,
22/07/2022 06:13,Machine_060,67.37478428,1.525359048,0.139989631,69.2064959,61.78054104,311,14.56788255,
08/01/2022 01:32,Machine_081,79.29819598,2.578024529,0.16172007,74.71703252,53.0998538,162,19.41553838,
23/06/2023 04:08,Machine_076,65.21888396,2.647177495,0.218315134,62.16234761,42.56973325,346,9.43865061,
03/04/2022 21:15,Machine_032,74.19490887,2.555325392,0.165294917,69.48252236,49.07152039,469,18.03848945,
22/04/2023 14:05,Machine_010,67.10994335,2.003770843,0.1567888,82.92431329,38.91759738,491,12.55236412,
06/07/2022 09:24,Machine_004,70.55032683,3.048734167,0.208520876,59.50644567,30.41273671,304,12.84389719,
29/03/2022 22:55,Machine_074,65.71834598,2.658998166,0.210115757,52.05825092,65.50130475,456,14.30758203,
11/04/2023 14:14,Machine_079,79.84815618,2.920743208,0.101174375,68.67573418,45.08898034,154,13.04473976,
27/10/2023 05:40,Machine_094,60.59445043,1.727838223,0.25133796,82.53823473,50.46598103,242,14.88744917,
28/12/2022 09:04,Machine_100,69.79229227,2.490695265,0.235569573,90.00031434,68.32548583,219,11.01352431,
05/08/2023 20:59,Machine_080,78.34811336,1.588035535,0.123939445,89.0320223,33.49649041,490,11.65504833,
01/08/2023 23:55,Machine_090,70.97340211,1.6059357,0.237971408,67.14436516,49.37621833,285,18.16845235,
15/08/2022 07:30,Machine_056,64.63348482,2.386144644,0.290625857,55.76843829,56.98356217,252,19.6528061,Routine Maintenance
11/04/2023 01:44,Machine_046,73.06570938,2.115731164,0.175520601,58.76546771,45.58913813,221,9.892014351,Gearbox Inspection
05/10/2023 23:23,Machine_031,60.97481194,2.8913753,0.257155156,51.18433814,30.12267941,325,6.281513322,
01/06/2022 05:45,Machine_068,65.04311332,2.414809782,0.151641117,65.41482758,32.15042237,306,5.951230472,
31/03/2023 02:27,Machine_100,70.75929029,2.882945338,0.249284339,76.45322055,49.72772368,216,18.08576364,
22/06/2022 03:50,Machine_022,68.84689131,1.830765615,0.200096159,91.18487591,33.14243689,359,5.338227711,
29/05/2023 09:09,Machine_033,74.60902962,2.303414172,0.153455431,53.71784395,36.7869623,186,18.69611233,
29/10/2023 07:47,Machine_095,69.10439378,3.200019539,0.131258494,86.47019407,68.52829153,169,12.62401804,
27/04/2023 20:24,Machine_073,70.16048689,2.400081409,0.148964214,52.57699622,51.64210881,419,16.34285787,
03/05/2022 10:23,Machine_040,75.64356886,1.883812079,0.10080974,82.39566594,55.8780048,139,18.97150457,
13/09/2023 08:28,Machine_069,71.78341611,2.880649027,0.139933385,73.73538624,37.52272121,337,8.890557492,
16/08/2022 11:53,Machine_017,76.65758615,1.814797183,0.239231891,61.13161678,56.65211367,175,9.088433017,
26/06/2023 07:39,Machine_079,60.78841646,2.03469897,0.102429091,57.49600737,39.96520292,115,19.63937406,
12/08/2023 20:29,Machine_062,68.75714703,2.428234054,0.175705394,82.47207832,31.66037996,482,15.8028558,
06/09/2023 18:35,Machine_054,60.05633522,2.433254696,0.138806522,62.46747431,50.65734593,431,15.51157413,
09/04/2022 02:29,Machine_030,63.57758819,2.314183884,0.106328842,88.3108989,68.48321267,156,12.30345762,
14/04/2023 15:29,Machine_093,63.07645425,1.61174498,0.228874131,58.89124441,48.95053187,192,9.456632862,
27/03/2023 15:32,Machine_031,65.4511315,2.020669527,0.197721719,60.89745988,58.01111024,127,14.59978905,
31/05/2022 07:38,Machine_047,71.26412396,2.211712083,0.234535603,97.63422419,64.838606,321,11.87814872,
13/03/2023 04:03,Machine_032,64.1184426,1.965068062,0.283615063,90.46528489,38.9288508,497,9.75922215,
27/05/2023 18:21,Machine_003,74.128189,3.303211535,0.109386386,94.44337779,53.97708307,318,10.40968003,
27/11/2022 18:36,Machine_053,60.44654368,1.512046269,0.174504242,98.12462046,32.52129733,134,18.01920346,
28/06/2022 11:45,Machine_008,61.78899023,3.124358429,0.258018603,54.85790917,45.98654628,133,14.63853724,
23/06/2023 16:13,Machine_091,75.28496844,2.366912825,0.26400665,83.53023725,51.91534789,230,13.76713508,
19/08/2023 05:47,Machine_098,61.07054936,1.85483709,0.174871099,66.66932905,45.73440555,380,7.33994255,
06/09/2022 13:38,Machine_005,62.3974675,3.407779397,0.136065604,62.19905801,49.47085747,450,6.727124351,
06/07/2023 11:14,Machine_014,68.17135223,2.530781335,0.262983074,99.16221998,69.21970359,222,17.31586917,
04/01/2022 17:00,Machine_061,60.17629998,2.469192251,0.169644161,85.67073647,41.89405226,172,10.37346803,
01/06/2022 20:07,Machine_086,68.50193123,2.523535134,0.276892815,54.65188753,36.15652096,297,12.47004197,
15/05/2022 20:00,Machine_079,75.8817377,1.631814619,0.174644339,91.42611555,57.98887642,231,19.10486421,
04/11/2023 23:08,Machine_042,66.56916088,1.602048673,0.101282135,79.30593799,59.90688425,109,9.540922502,
04/05/2023 07:30,Machine_066,64.95952454,1.730699125,0.193888448,67.14103097,59.21861646,402,13.28194513,
27/01/2023 09:26,Machine_089,66.09754148,2.618986434,0.278687591,89.59554178,56.89069982,114,12.60717947,
19/06/2023 08:21,Machine_001,69.65952592,1.642643703,0.20345678,75.04085665,37.61243541,311,5.595157014,
16/08/2022 14:53,Machine_003,75.75413543,1.945369208,0.273208641,91.63182418,46.75541057,410,12.06581,
16/02/2023 19:11,Machine_008,60.20807996,2.615665808,0.236243464,79.69995713,67.83353411,179,12.52360168,
29/08/2023 00:18,Machine_078,66.93182749,2.161304204,0.238152338,81.72218005,46.82899012,117,8.229050296,
24/10/2023 09:36,Machine_069,69.98461179,2.95657419,0.274014954,55.1969328,57.52835627,495,18.2829629,Calibration
08/08/2022 22:57,Machine_082,73.79889456,2.80674486,0.245457323,54.43787855,30.15564721,350,6.217704941,
18/06/2022 10:56,Machine_031,70.26476303,2.352597313,0.160197234,81.03001655,55.25019629,216,19.77453632,
07/02/2023 21:19,Machine_085,72.79121658,2.205950395,0.16019955,59.14946145,37.94810273,405,19.58152775,
19/09/2023 05:47,Machine_069,66.23971019,1.962163398,0.240305632,99.47929552,55.36146978,207,13.47936718,
04/01/2022 13:04,Machine_072,68.41066441,2.63454122,0.120908432,71.54337652,45.165457,166,18.33144793,
15/11/2023 16:40,Machine_009,68.84033661,1.65059646,0.170893962,94.255972,56.39405629,409,17.88983927,
23/12/2022 10:31,Machine_021,60.95998248,2.248810203,0.112764282,63.84583841,42.94227775,485,9.786738589,
16/11/2022 00:43,Machine_061,76.25974864,1.742225627,0.28171541,52.16820728,50.95313006,440,6.725293686,
30/10/2023 03:13,Machine_048,72.8605723,2.579150622,0.229520134,95.17248954,44.57131024,228,14.17536714,
05/12/2023 08:33,Machine_065,71.36937463,3.369186138,0.217804523,99.74414939,50.74280124,246,7.059484201,
18/08/2022 14:13,Machine_064,64.03995799,1.564454122,0.174487449,51.14444735,69.4718588,141,9.792798515,
06/03/2022 17:16,Machine_065,75.83518268,2.575976816,0.291339242,94.95865534,47.44479227,133,6.043559185,
26/08/2023 16:27,Machine_086,60.10145435,2.615966507,0.206070939,61.34450221,55.38654271,362,14.7917983,
08/11/2023 15:29,Machine_081,75.62138981,1.64741962,0.217483051,51.71381862,52.87600993,301,10.16766795,
05/01/2022 07:42,Machine_080,74.85881021,2.300719952,0.290599193,96.37762031,47.71741288,287,19.33821305,
23/12/2022 18:48,Machine_071,62.03144633,3.122465686,0.288053697,66.82152421,30.83664694,215,11.54566412,
30/11/2023 01:56,Machine_019,68.87608233,2.415849389,0.184284854,77.85051001,42.67029124,117,18.87356741,
05/01/2022 13:43,Machine_099,63.4402995,2.375990027,0.186270643,58.10554564,30.59149355,419,11.70396843,
08/07/2022 09:45,Machine_007,74.61912022,2.471430532,0.114123747,85.80196956,68.02770727,143,16.49116234,
14/05/2022 12:37,Machine_018,68.16351778,2.532898605,0.187604194,93.62795416,52.05093241,129,15.22302945,
20/09/2022 19:36,Machine_095,67.24119491,2.623434467,0.205312407,56.47731872,50.02716323,227,7.861302395,
16/12/2023 03:40,Machine_049,65.36112342,1.507629799,0.225074918,70.90447484,66.34413284,121,10.06178974,
